--- model polynom_b (rz < 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]     angle[deg]     PolyB(n=0)     PolyB(n=1)     PolyB(n=2)     PolyB(n=3)     PolyB(n=4)     PolyB(n=5)     PolyB(n=6)    
 0.1960 ,  +1.16095000 ,  +7.2063e-05 ,  -2.2607e-01 ,  -1.8504e+00 ,  -4.0679e+00 ,  -2.7737e+03 ,  -6.6639e+04 ,  +8.6976e+06 , 
 0.1920 ,  +1.14607000 ,  +7.1691e-05 ,  -2.1098e-01 ,  -1.9655e+00 ,  -8.5763e-01 ,  +9.0535e+02 ,  -3.8676e+04 ,  -4.7355e+06 , 
 0.1820 ,  +1.09390000 ,  +6.7531e-05 ,  -1.8436e-01 ,  -1.8829e+00 ,  -1.1177e+00 ,  -5.3231e+02 ,  +1.3803e+04 ,  +9.3858e+05 , 
 0.0100 ,  +0.04988000 ,  +7.4393e-05 ,  -2.3564e-01 ,  -2.3749e+00 ,  +4.6435e+01 ,  +2.5884e+03 ,  -4.1466e+04 ,  -1.3656e+07 , 
 0.0100 ,  +0.03607000 ,  -5.3299e-07 ,  -1.5758e-01 ,  -1.5253e+00 ,  +2.7311e+01 ,  -2.4479e+03 ,  +8.6509e+04 ,  +9.0725e+05 , 
 0.0130 ,  +0.03238000 ,  -4.8746e-05 ,  -5.1942e-02 ,  -1.9751e+00 ,  +2.8343e+01 ,  -2.0374e+03 ,  +1.2713e+04 ,  +2.0257e+06 , 
 0.0170 ,  +0.02914000 ,  -7.7310e-05 ,  +1.9872e-03 ,  -2.3434e+00 ,  +1.2683e+01 ,  -1.2298e+03 ,  +3.6427e+04 ,  +5.3221e+06 , 
 0.0200 ,  +0.02274000 ,  -8.5400e-05 ,  +2.0352e-02 ,  -2.1133e+00 ,  +1.4344e+01 ,  -7.5768e+02 ,  -5.5713e+04 ,  +3.4109e+06 , 
 0.0300 ,  +0.01848000 ,  -4.2672e-05 ,  +1.8284e-02 ,  -1.4281e+00 ,  -5.5140e-01 ,  +8.3850e+01 ,  +1.5131e+03 ,  -3.6917e+05 , 
 0.0500 ,  +0.01040000 ,  +4.9051e-04 ,  +9.5143e-03 ,  -5.2753e-01 ,  -3.8306e-01 ,  +6.2743e+01 ,  -2.8327e+03 ,  -9.8816e+04 , 
